municipio;uf;area
Angra dos Reis;RJ;813,42
Aperibé;RJ;94,542
Araruama;RJ;638,276
Areal;RJ;110,724
Armação dos Búzios;RJ;70,977
Arraial do Cabo;RJ;152,106
Barra do Piraí;RJ;584,61
Barra Mansa;RJ;547,133
Belford Roxo;RJ;78,985
Bom Jardim;RJ;382,43
Bom Jesus do Itabapoana;RJ;596,659
Cabo Frio;RJ;413,449
Cachoeiras de Macacu;RJ;954,749
Cambuci;RJ;558,281
Campos dos Goytacazes;RJ;4032,487
Cantagalo;RJ;747,21
Carapebus;RJ;304,885
Cardoso Moreira;RJ;522,596
Carmo;RJ;305,749
Casimiro de Abreu;RJ;462,918
Comendador Levy Gasparian;RJ;108,639
Conceição de Macabu;RJ;338,26
Cordeiro;RJ;113,048
Duas Barras;RJ;379,619
Duque de Caxias;RJ;467,319
Engenheiro Paulo de Frontin;RJ;139,381
Guapimirim;RJ;358,443
Iguaba Grande;RJ;50,977
Itaboraí;RJ;429,961
Itaguaí;RJ;282,606
Italva;RJ;291,193
Itaocara;RJ;433,182
Itaperuna;RJ;1106,694
Itatiaia;RJ;241,035
Japeri;RJ;81,697
Laje do Muriaé;RJ;253,53
Macaé;RJ;1216,989
Macuco;RJ;78,364
Magé;RJ;390,775
Mangaratiba;RJ;367,606
Maricá;RJ;361,572
Mendes;RJ;95,324
Mesquita;RJ;41,169
Miguel Pereira;RJ;287,933
Miracema;RJ;303,27
Natividade;RJ;387,073
Nilópolis;RJ;19,393
Niterói;RJ;133,757
Nova Friburgo;RJ;935,429
Nova Iguaçu;RJ;520,581
Paracambi;RJ;190,949
Paraíba do Sul;RJ;571,118
Parati;RJ;924,296
Paty do Alferes;RJ;314,341
Petrópolis;RJ;791,144
Pinheiral;RJ;82,254
Piraí;RJ;490,255
Porciúncula;RJ;291,847
Porto Real;RJ;50,892
Quatis;RJ;284,826
Queimados;RJ;75,927
Quissamã;RJ;719,643
Resende;RJ;1099,336
Rio Bonito;RJ;459,458
Rio Claro;RJ;846,797
Rio das Flores;RJ;478,783
Rio das Ostras;RJ;228,044
Rio de Janeiro;RJ;1200,329
Santa Maria Madalena;RJ;810,963
Santo Antônio de Pádua;RJ;603,633
São Fidélis;RJ;1034,833
São Francisco de Itabapoana;RJ;1118,037
São Gonçalo;RJ;248,16
São João da Barra;RJ;452,396
São João de Meriti;RJ;35,216
São José de Ubá;RJ;249,688
São José do Vale do Rio Preto;RJ;220,178
São Pedro da Aldeia;RJ;332,488
São Sebastião do Alto;RJ;397,214
Sapucaia;RJ;540,673
Saquarema;RJ;352,13
Seropédica;RJ;265,189
Silva Jardim;RJ;937,755
Sumidouro;RJ;413,407
Tanguá;RJ;143,007
Teresópolis;RJ;773,338
Trajano de Moraes;RJ;591,151
Três Rios;RJ;322,843
Valença;RJ;1300,767
Varre-Sai;RJ;201,938
Vassouras;RJ;536,073
Volta Redonda;RJ;182,105
ABREULÂNDIA;TO;1906,295
AGUIARNÓPOLIS;TO;236,792
ALIANÇA DO TOCANTINS;TO;1580,999
ALMAS;TO;4007,152
ALVORADA;TO;1207,201
ANANÁS;TO;1581,058
ANGICO;TO;447,549
APARECIDA DO RIO NEGRO;TO;1159,034
ARAGOMINAS;TO;1168,213
ARAGUACEMA;TO;2774,505
ARAGUAÇU;TO;5155,223
ARAGUAÍNA;TO;4004,646
ARAGUANÃ;TO;834,834
ARAGUATINS;TO;2633,278
ARAPOEMA;TO;1558,138
ARRAIAS;TO;5803,085
AUGUSTINÓPOLIS;TO;388,81
AURORA DO TOCANTINS;TO;696,194
AXIXÁ DO TOCANTINS;TO;153,539
BABAÇULÂNDIA;TO;1790,297
BANDEIRANTES DO TOCANTINS;TO;1540,541
BARRA DO OURO;TO;1105,84
BARROLÂNDIA;TO;697,759
BERNARDO SAYÃO;TO;924,045
BOM JESUS DO TOCANTINS;TO;1326,947
BRASILÂNDIA DO TOCANTINS;TO;645,908
BREJINHO DE NAZARÉ;TO;1722,59
BURITI DO TOCANTINS;TO;252,73
CACHOEIRINHA;TO;351,535
CAMPOS LINDOS;TO;3234,445
CARIRI DO TOCANTINS;TO;1126,291
CARMOLÂNDIA;TO;339,366
CARRASCO BONITO;TO;190,352
CASEARA;TO;1680,014
CENTENÁRIO;TO;1953,134
CHAPADA DE AREIA;TO;658,564
CHAPADA DA NATIVIDADE;TO;1640,833
COLINAS DO TOCANTINS;TO;842,488
COMBINADO;TO;208,791
CONCEIÇÃO DO TOCANTINS;TO;2530,647
COUTO MAGALHÃES;TO;1584,196
CRISTALÂNDIA;TO;1850,75
CRIXÁS DO TOCANTINS;TO;983,766
DARCINÓPOLIS;TO;1641,77
DIANÓPOLIS;TO;3318,094
DIVINÓPOLIS DO TOCANTINS;TO;2358,282
DOIS IRMÃOS DO TOCANTINS;TO;3747,645
DUERÉ;TO;3420,657
ESPERANTINA;TO;506,175
FÁTIMA;TO;380,373
FIGUEIRÓPOLIS;TO;1935,709
FILADÉLFIA;TO;1991,258
FORMOSO DO ARAGUAIA;TO;13431,861
TABOCÃO;TO;624,463
GOIANORTE;TO;1797,229
GOIATINS;TO;6414,846
GUARAÍ;TO;2275,562
GURUPI;TO;1844,164
IPUEIRAS;TO;821,152
ITACAJÁ;TO;3047,204
ITAGUATINS;TO;730,163
ITAPIRATINS;TO;1246,349
ITAPORÃ DO TOCANTINS;TO;969,794
JAÚ DO TOCANTINS;TO;2167,201
JUARINA;TO;483,452
LAGOA DA CONFUSÃO;TO;10563,181
LAGOA DO TOCANTINS;TO;917,632
LAJEADO;TO;318,292
LAVANDEIRA;TO;468,006
LIZARDA;TO;5716,641
LUZINÓPOLIS;TO;281,543
MARIANÓPOLIS DO TOCANTINS;TO;2089,575
MATEIROS;TO;9589,273
MAURILÂNDIA DO TOCANTINS;TO;736,303
MIRACEMA DO TOCANTINS;TO;2663,745
MIRANORTE;TO;1033,301
MONTE DO CARMO;TO;3601,205
MONTE SANTO DO TOCANTINS;TO;1072,92
PALMEIRAS DO TOCANTINS;TO;743,407
MURICILÂNDIA;TO;1194,368
NATIVIDADE;TO;3241,672
NAZARÉ;TO;395,997
NOVA OLINDA;TO;1567,834
NOVA ROSALÂNDIA;TO;514,791
NOVO ACORDO;TO;2678,262
NOVO ALEGRE;TO;200,412
NOVO JARDIM;TO;1213,893
OLIVEIRA DE FÁTIMA;TO;209,292
PALMEIRANTE;TO;2638,465
PALMEIRÓPOLIS;TO;1708,981
PARAÍSO DO TOCANTINS;TO;1292,267
PARANÃ;TO;11217,373
PAU D'ARCO;TO;1375,551
PEDRO AFONSO;TO;2019,556
PEIXE;TO;5303,612
PEQUIZEIRO;TO;1206,118
COLMÉIA;TO;992,22
PINDORAMA DO TOCANTINS;TO;1560,551
PIRAQUÊ;TO;1363,412
PIUM;TO;10003,549
PONTE ALTA DO BOM JESUS;TO;1718,791
PONTE ALTA DO TOCANTINS;TO;6542,838
PORTO ALEGRE DO TOCANTINS;TO;506,717
PORTO NACIONAL;TO;4434,68
PRAIA NORTE;TO;300,999
PRESIDENTE KENNEDY;TO;771,716
PUGMIL;TO;401,174
RECURSOLÂNDIA;TO;2215,669
RIACHINHO;TO;512,156
RIO DA CONCEIÇÃO;TO;845,823
RIO DOS BOIS;TO;847,255
RIO SONO;TO;6346,279
SAMPAIO;TO;222,435
SANDOLÂNDIA;TO;3535,135
SANTA FÉ DO ARAGUAIA;TO;1671,239
SANTA MARIA DO TOCANTINS;TO;1412,318
SANTA RITA DO TOCANTINS;TO;3281,219
SANTA ROSA DO TOCANTINS;TO;1804,687
SANTA TEREZA DO TOCANTINS;TO;539,511
SANTA TEREZINHA DO TOCANTINS;TO;274,104
SÃO BENTO DO TOCANTINS;TO;1099,58
SÃO FÉLIX DO TOCANTINS;TO;1913,11
SÃO MIGUEL DO TOCANTINS;TO;406,957
SÃO SALVADOR DO TOCANTINS;TO;1424,753
SÃO SEBASTIÃO DO TOCANTINS;TO;289,597
SÃO VALÉRIO;TO;2520,465
SILVANÓPOLIS;TO;1258,771
SÍTIO NOVO DO TOCANTINS;TO;307,095
SUCUPIRA;TO;1018,222
TAGUATINGA;TO;2341,919
TAIPAS DO TOCANTINS;TO;1105,303
TALISMÃ;TO;2155,503
PALMAS;TO;2227,329
TOCANTÍNIA;TO;2609,775
TOCANTINÓPOLIS;TO;1083,6
TUPIRAMA;TO;706,883
TUPIRATINS;TO;889,126
WANDERLÂNDIA;TO;1365,431
XAMBIOÁ;TO;1190,489
ADAMANTINA;SP;411,987
ADOLFO;SP;211,055
AGUAÍ;SP;474,554
ÁGUAS DA PRATA;SP;142,673
ÁGUAS DE LINDÓIA;SP;60,126
ÁGUAS DE SANTA BÁRBARA;SP;404,463
ÁGUAS DE SÃO PEDRO;SP;3,612
AGUDOS;SP;966,708
ALAMBARI;SP;159,6
ALFREDO MARCONDES;SP;118,915
ALTAIR;SP;313,007
ALTINÓPOLIS;SP;928,956
ALTO ALEGRE;SP;318,574
ALUMÍNIO;SP;83,66
ÁLVARES FLORENCE;SP;362,411
ÁLVARES MACHADO;SP;347,647
ÁLVARO DE CARVALHO;SP;153,662
ALVINLÂNDIA;SP;84,879
AMERICANA;SP;133,912
AMÉRICO BRASILIENSE;SP;122,958
AMÉRICO DE CAMPOS;SP;252,876
AMPARO;SP;445,323
ANALÂNDIA;SP;325,953
ANDRADINA;SP;964,226
ANGATUBA;SP;1027,288
ANHEMBI;SP;736,557
ANHUMAS;SP;320,84
APARECIDA;SP;120,89
APARECIDA D'OESTE;SP;179,004
APIAÍ;SP;974,322
ARAÇARIGUAMA;SP;145,204
ARAÇATUBA;SP;1167,126
ARAÇOIABA DA SERRA;SP;255,327
ARAMINA;SP;202,829
ARANDU;SP;285,908
ARAPEÍ;SP;156,903
ARARAQUARA;SP;1003,625
ARARAS;SP;644,831
ARCO-ÍRIS;SP;264,904
AREALVA;SP;506,226
AREIAS;SP;305,227
AREIÓPOLIS;SP;85,907
ARIRANHA;SP;132,624
ARTUR NOGUEIRA;SP;178,026
ARUJÁ;SP;96,167
ASPÁSIA;SP;69,373
ASSIS;SP;460,609
ATIBAIA;SP;478,521
AURIFLAMA;SP;434,498
AVAÍ;SP;540,689
AVANHANDAVA;SP;338,37
AVARÉ;SP;1213,055
BADY BASSITT;SP;110,372
BALBINOS;SP;91,635
BÁLSAMO;SP;149,881
BANANAL;SP;616,429
BARÃO DE ANTONINA;SP;153,142
BARBOSA;SP;205,212
BARIRI;SP;444,405
BARRA BONITA;SP;150,121
BARRA DO CHAPÉU;SP;405,681
BARRA DO TURVO;SP;1007,684
BARRETOS;SP;1566,161
BARRINHA;SP;146,025
BARUERI;SP;65,701
BASTOS;SP;170,912
BATATAIS;SP;849,526
BAURU;SP;667,684
BEBEDOURO;SP;683,192
BENTO DE ABREU;SP;301,687
BERNARDINO DE CAMPOS;SP;244,158
BERTIOGA;SP;491,546
BILAC;SP;158,025
BIRIGUI;SP;530,031
BIRITIBA MIRIM;SP;317,406
BOA ESPERANÇA DO SUL;SP;690,748
BOCAINA;SP;363,926
BOFETE;SP;653,541
BOITUVA;SP;248,954
BOM JESUS DOS PERDÕES;SP;108,366
BOM SUCESSO DE ITARARÉ;SP;133,578
BORÁ;SP;118,951
BORACÉIA;SP;122,11
BORBOREMA;SP;552,256
BOREBI;SP;347,989
BOTUCATU;SP;1482,642
BRAGANÇA PAULISTA;SP;512,584
BRAÚNA;SP;195,176
BREJO ALEGRE;SP;105,689
BRODOWSKI;SP;278,458
BROTAS;SP;1101,373
BURI;SP;1196,462
BURITAMA;SP;326,921
BURITIZAL;SP;266,42
CABRÁLIA PAULISTA;SP;239,974
CABREÚVA;SP;260,234
CAÇAPAVA;SP;368,99
CACHOEIRA PAULISTA;SP;287,99
CACONDE;SP;468,214
CAFELÂNDIA;SP;920,28
CAIABU;SP;253,352
CAIEIRAS;SP;97,642
CAIUÁ;SP;551,159
CAJAMAR;SP;131,386
CAJATI;SP;454,436
CAJOBI;SP;176,929
CAJURU;SP;660,088
CAMPINA DO MONTE ALEGRE;SP;184,479
CAMPINAS;SP;794,571
CAMPO LIMPO PAULISTA;SP;79,403
CAMPOS DO JORDÃO;SP;289,981
CAMPOS NOVOS PAULISTA;SP;484,199
CANANÉIA;SP;1237,354
CANAS;SP;53,261
CÂNDIDO MOTA;SP;595,811
CÂNDIDO RODRIGUES;SP;70,892
CANITAR;SP;57,459
CAPÃO BONITO;SP;1640,23
CAPELA DO ALTO;SP;169,89
CAPIVARI;SP;322,878
CARAGUATATUBA;SP;484,947
CARAPICUÍBA;SP;34,546
CARDOSO;SP;639,248
CASA BRANCA;SP;864,225
CÁSSIA DOS COQUEIROS;SP;191,683
CASTILHO;SP;1065,318
CATANDUVA;SP;290,596
CATIGUÁ;SP;148,393
CEDRAL;SP;197,838
CERQUEIRA CÉSAR;SP;511,621
CERQUILHO;SP;127,803
CESÁRIO LANGE;SP;190,392
CHARQUEADA;SP;175,846
CLEMENTINA;SP;168,59
COLINA;SP;422,303
COLÔMBIA;SP;728,648
CONCHAL;SP;182,793
CONCHAS;SP;466,12
CORDEIRÓPOLIS;SP;137,579
COROADOS;SP;246,825
CORONEL MACEDO;SP;303,83
CORUMBATAÍ;SP;278,622
COSMÓPOLIS;SP;154,665
COSMORAMA;SP;441,68
COTIA;SP;323,994
CRAVINHOS;SP;311,423
CRISTAIS PAULISTA;SP;385,23
CRUZÁLIA;SP;149,33
CRUZEIRO;SP;305,699
CUBATÃO;SP;142,879
CUNHA;SP;1407,25
DESCALVADO;SP;753,706
DIADEMA;SP;30,732
DIRCE REIS;SP;88,133
DIVINOLÂNDIA;SP;223,749
DOBRADA;SP;149,729
DOIS CÓRREGOS;SP;632,972
DOLCINÓPOLIS;SP;77,939
DOURADO;SP;205,874
DRACENA;SP;487,688
DUARTINA;SP;264,557
DUMONT;SP;111,376
ECHAPORÃ;SP;515,258
ELDORADO;SP;1654,256
ELIAS FAUSTO;SP;202,36
ELISIÁRIO;SP;93,98
EMBAÚBA;SP;83,129
EMBU DAS ARTES;SP;70,398
EMBU-GUAÇU;SP;155,641
EMILIANÓPOLIS;SP;225,167
ENGENHEIRO COELHO;SP;109,941
ESPÍRITO SANTO DO PINHAL;SP;389,235
ESPÍRITO SANTO DO TURVO;SP;193,666
ESTRELA D'OESTE;SP;296,281
ESTRELA DO NORTE;SP;264,987
EUCLIDES DA CUNHA PAULISTA;SP;573,894
FARTURA;SP;429,171
FERNANDÓPOLIS;SP;549,797
FERNANDO PRESTES;SP;169,99
FERNÃO;SP;100,504
FERRAZ DE VASCONCELOS;SP;29,564
FLORA RICA;SP;224,711
FLOREAL;SP;204,236
FLÓRIDA PAULISTA;SP;524,138
FLORÍNEA;SP;225,886
FRANCA;SP;605,679
FRANCISCO MORATO;SP;49,001
FRANCO DA ROCHA;SP;132,775
GABRIEL MONTEIRO;SP;138,681
GÁLIA;SP;355,914
GARÇA;SP;555,807
GASTÃO VIDIGAL;SP;180,569
GAVIÃO PEIXOTO;SP;243,766
GENERAL SALGADO;SP;494,376
GETULINA;SP;676,755
GLICÉRIO;SP;272,8
GUAIÇARA;SP;277,154
GUAIMBÊ;SP;217,811
GUAÍRA;SP;1258,465
GUAPIAÇU;SP;325,126
GUAPIARA;SP;408,292
GUARÁ;SP;362,183
GUARAÇAÍ;SP;569,197
GUARACI;SP;641,501
GUARANI D'OESTE;SP;85,7
GUARANTÃ;SP;461,746
GUARARAPES;SP;955,637
GUARAREMA;SP;270,816
GUARATINGUETÁ;SP;752,636
GUAREÍ;SP;567,884
GUARIBA;SP;270,289
GUARUJÁ;SP;144,794
GUARULHOS;SP;318,675
GUATAPARÁ;SP;413,567
GUZOLÂNDIA;SP;252,477
HERCULÂNDIA;SP;364,252
HOLAMBRA;SP;65,577
HORTOLÂNDIA;SP;62,416
IACANGA;SP;547,393
IACRI;SP;321,948
IARAS;SP;401,381
IBATÉ;SP;290,978
IBIRÁ;SP;271,912
IBIRAREMA;SP;228,23
IBITINGA;SP;689,391
IBIÚNA;SP;1058,082
ICÉM;SP;362,355
IEPÊ;SP;594,974
IGARAÇU DO TIETÊ;SP;97,747
IGARAPAVA;SP;468,355
IGARATÁ;SP;292,953
IGUAPE;SP;1978,795
ILHABELA;SP;346,389
ILHA COMPRIDA;SP;196,567
ILHA SOLTEIRA;SP;652,641
INDAIATUBA;SP;311,545
INDIANA;SP;129,367
INDIAPORÃ;SP;279,606
INÚBIA PAULISTA;SP;87,119
IPAUSSU;SP;209,554
IPERÓ;SP;170,289
IPEÚNA;SP;190,01
IPIGUÁ;SP;136,028
IPORANGA;SP;1152,059
IPUÃ;SP;466,461
IRACEMÁPOLIS;SP;115,118
IRAPUÃ;SP;257,612
IRAPURU;SP;214,461
ITABERÁ;SP;1100,247
ITAÍ;SP;1092,884
ITAJOBI;SP;502,066
ITAJU;SP;230,355
ITANHAÉM;SP;601,711
ITAOCA;SP;183,015
ITAPECERICA DA SERRA;SP;150,742
ITAPETININGA;SP;1789,35
ITAPEVA;SP;1826,258
ITAPEVI;SP;82,658
ITAPIRA;SP;518,416
ITAPIRAPUÃ PAULISTA;SP;406,478
ITÁPOLIS;SP;996,747
ITAPORANGA;SP;507,997
ITAPUÍ;SP;140,023
ITAPURA;SP;301,653
ITAQUAQUECETUBA;SP;82,622
ITARARÉ;SP;1003,86
ITARIRI;SP;273,667
ITATIBA;SP;322,276
ITATINGA;SP;979,817
ITIRAPINA;SP;564,603
ITIRAPUÃ;SP;161,118
ITOBI;SP;138,986
ITU;SP;640,719
ITUPEVA;SP;200,816
ITUVERAVA;SP;704,659
JABORANDI;SP;273,438
JABOTICABAL;SP;706,602
JACAREÍ;SP;464,272
JACI;SP;145,133
JACUPIRANGA;SP;704,189
JAGUARIÚNA;SP;141,391
JALES;SP;368,574
JAMBEIRO;SP;184,413
JANDIRA;SP;17,449
JARDINÓPOLIS;SP;501,87
JARINU;SP;207,549
JAÚ;SP;687,103
JERIQUARA;SP;141,971
JOANÓPOLIS;SP;374,293
JOÃO RAMALHO;SP;415,452
JOSÉ BONIFÁCIO;SP;860,2
JÚLIO MESQUITA;SP;128,183
JUMIRIM;SP;56,685
JUNDIAÍ;SP;431,207
JUNQUEIRÓPOLIS;SP;582,565
JUQUIÁ;SP;812,799
JUQUITIBA;SP;522,169
LAGOINHA;SP;255,472
LARANJAL PAULISTA;SP;384,274
LAVÍNIA;SP;537,675
LAVRINHAS;SP;167,067
LEME;SP;402,871
LENÇÓIS PAULISTA;SP;809,541
LIMEIRA;SP;580,711
LINDÓIA;SP;48,756
LINS;SP;570,058
LORENA;SP;414,16
LOURDES;SP;113,94
LOUVEIRA;SP;55,133
LUCÉLIA;SP;314,81
LUCIANÓPOLIS;SP;189,536
LUÍS ANTÔNIO;SP;598,257
LUIZIÂNIA;SP;166,576
LUPÉRCIO;SP;155,171
LUTÉCIA;SP;475,226
MACATUBA;SP;224,514
MACAUBAL;SP;248,087
MACEDÔNIA;SP;327,567
MAGDA;SP;312,282
MAIRINQUE;SP;210,149
MAIRIPORÃ;SP;320,697
MANDURI;SP;229,046
MARABÁ PAULISTA;SP;919,519
MARACAÍ;SP;533,498
MARAPOAMA;SP;111,267
MARIÁPOLIS;SP;186,544
MARÍLIA;SP;1170,515
MARINÓPOLIS;SP;77,827
MARTINÓPOLIS;SP;1253,564
MATÃO;SP;524,899
MAUÁ;SP;61,909
MENDONÇA;SP;195,151
MERIDIANO;SP;228,199
MESÓPOLIS;SP;148,636
MIGUELÓPOLIS;SP;820,849
MINEIROS DO TIETÊ;SP;213,242
MIRACATU;SP;1001,484
MIRA ESTRELA;SP;216,825
MIRANDÓPOLIS;SP;917,694
MIRANTE DO PARANAPANEMA;SP;1238,931
MIRASSOL;SP;243,228
MIRASSOLÂNDIA;SP;166,125
MOCOCA;SP;855,156
MOGI DAS CRUZES;SP;712,541
MOGI GUAÇU;SP;812,753
MOGI MIRIM;SP;497,708
MOMBUCA;SP;133,698
MONÇÕES;SP;104,352
MONGAGUÁ;SP;143,205
MONTE ALEGRE DO SUL;SP;110,308
MONTE ALTO;SP;346,95
MONTE APRAZÍVEL;SP;495,559
MONTE AZUL PAULISTA;SP;263,462
MONTE CASTELO;SP;233,547
MONTEIRO LOBATO;SP;332,742
MONTE MOR;SP;240,566
MORRO AGUDO;SP;1388,127
MORUNGABA;SP;146,752
MOTUCA;SP;228,7
MURUTINGA DO SUL;SP;250,873
NANTES;SP;286,647
NARANDIBA;SP;357,325
NATIVIDADE DA SERRA;SP;833,372
NAZARÉ PAULISTA;SP;326,254
NEVES PAULISTA;SP;219,05
NHANDEARA;SP;436,159
NIPOÃ;SP;137,609
NOVA ALIANÇA;SP;217,515
NOVA CAMPINA;SP;385,375
NOVA CANAÃ PAULISTA;SP;124,473
NOVA CASTILHO;SP;183,396
NOVA EUROPA;SP;160,25
NOVA GRANADA;SP;531,796
NOVA GUATAPORANGA;SP;34,158
NOVA INDEPENDÊNCIA;SP;265,029
NOVAIS;SP;117,772
NOVA LUZITÂNIA;SP;73,816
NOVA ODESSA;SP;73,788
NOVO HORIZONTE;SP;931,743
NUPORANGA;SP;348,265
OCAUÇU;SP;301,036
ÓLEO;SP;198,938
OLÍMPIA;SP;802,555
ONDA VERDE;SP;242,946
ORIENTE;SP;218,668
ORINDIÚVA;SP;247,378
ORLÂNDIA;SP;291,765
OSASCO;SP;64,954
OSCAR BRESSANE;SP;222,13
OSVALDO CRUZ;SP;248,038
OURINHOS;SP;295,818
OUROESTE;SP;288,648
OURO VERDE;SP;266,778
PACAEMBU;SP;339,375
PALESTINA;SP;697,701
PALMARES PAULISTA;SP;82,125
PALMEIRA D'OESTE;SP;318,74
PALMITAL;SP;548,407
PANORAMA;SP;356,05
PARAGUAÇU PAULISTA;SP;1001,492
PARAIBUNA;SP;809,576
PARAÍSO;SP;155,186
PARANAPANEMA;SP;1018,724
PARANAPUÃ;SP;140,354
PARAPUÃ;SP;366,664
PARDINHO;SP;209,894
PARIQUERA-AÇU;SP;359,414
PARISI;SP;84,737
PATROCÍNIO PAULISTA;SP;602,848
PAULICÉIA;SP;374,091
PAULÍNIA;SP;138,777
PAULISTÂNIA;SP;256,178
PAULO DE FARIA;SP;737,986
PEDERNEIRAS;SP;727,482
PEDRA BELA;SP;158,587
PEDRANÓPOLIS;SP;260,101
PEDREGULHO;SP;712,604
PEDREIRA;SP;108,817
PEDRINHAS PAULISTA;SP;152,309
PEDRO DE TOLEDO;SP;670,44
PENÁPOLIS;SP;711,315
PEREIRA BARRETO;SP;974,247
PEREIRAS;SP;223,136
PERUÍBE;SP;326,216
PIACATU;SP;232,488
PIEDADE;SP;746,868
PILAR DO SUL;SP;681,248
PINDAMONHANGABA;SP;731,355
PINDORAMA;SP;184,825
PINHALZINHO;SP;154,529
PIQUEROBI;SP;482,769
PIQUETE;SP;175,996
PIRACAIA;SP;385,568
PIRACICABA;SP;1378,069
PIRAJU;SP;504,591
PIRAJUÍ;SP;823,758
PIRANGI;SP;215,809
PIRAPORA DO BOM JESUS;SP;108,489
PIRAPOZINHO;SP;477,673
PIRASSUNUNGA;SP;727,118
PIRATININGA;SP;402,409
PITANGUEIRAS;SP;430,638
PLANALTO;SP;289,825
PLATINA;SP;327,48
POÁ;SP;17,264
POLONI;SP;135,12
POMPÉIA;SP;784,674
PONGAÍ;SP;183,399
PONTAL;SP;356,371
PONTALINDA;SP;209,525
PONTES GESTAL;SP;217,505
POPULINA;SP;315,938
PORANGABA;SP;265,689
PORTO FELIZ;SP;556,706
PORTO FERREIRA;SP;244,906
POTIM;SP;44,643
POTIRENDABA;SP;342,492
PRACINHA;SP;63,054
PRADÓPOLIS;SP;167,378
PRAIA GRANDE;SP;149,253
PRATÂNIA;SP;175,1
PRESIDENTE ALVES;SP;286,642
PRESIDENTE BERNARDES;SP;749,233
PRESIDENTE EPITÁCIO;SP;1260,281
PRESIDENTE PRUDENTE;SP;560,637
PRESIDENTE VENCESLAU;SP;755,203
PROMISSÃO;SP;779,2
QUADRA;SP;205,672
QUATÁ;SP;651,341
QUEIROZ;SP;234,914
QUELUZ;SP;249,399
QUINTANA;SP;318,937
RAFARD;SP;121,645
RANCHARIA;SP;1587,498
REDENÇÃO DA SERRA;SP;309,441
REGENTE FEIJÓ;SP;263,28
REGINÓPOLIS;SP;410,406
REGISTRO;SP;722,201
RESTINGA;SP;245,746
RIBEIRA;SP;335,759
RIBEIRÃO BONITO;SP;471,553
RIBEIRÃO BRANCO;SP;697,5
RIBEIRÃO CORRENTE;SP;148,332
RIBEIRÃO DO SUL;SP;203,208
RIBEIRÃO DOS ÍNDIOS;SP;196,446
RIBEIRÃO GRANDE;SP;333,363
RIBEIRÃO PIRES;SP;99,075
RIBEIRÃO PRETO;SP;650,916
RIVERSUL;SP;385,878
RIFAINA;SP;162,508
RINCÃO;SP;316,639
RINÓPOLIS;SP;358,481
RIO CLARO;SP;498,422
RIO DAS PEDRAS;SP;226,657
RIO GRANDE DA SERRA;SP;36,341
RIOLÂNDIA;SP;631,897
ROSANA;SP;744,011
ROSEIRA;SP;129,847
RUBIÁCEA;SP;236,484
RUBINÉIA;SP;242,877
SABINO;SP;305,285
SAGRES;SP;147,935
SALES;SP;308,555
SALES OLIVEIRA;SP;305,776
SALESÓPOLIS;SP;424,997
SALMOURÃO;SP;172,934
SALTINHO;SP;99,738
SALTO;SP;133,057
SALTO DE PIRAPORA;SP;280,509
SALTO GRANDE;SP;188,441
SANDOVALINA;SP;455,856
SANTA ADÉLIA;SP;330,269
SANTA ALBERTINA;SP;272,692
SANTA BÁRBARA D'OESTE;SP;271,03
SANTA BRANCA;SP;272,238
SANTA CLARA D'OESTE;SP;183,458
SANTA CRUZ DA CONCEIÇÃO;SP;150,13
SANTA CRUZ DA ESPERANÇA;SP;148,062
SANTA CRUZ DAS PALMEIRAS;SP;295,337
SANTA CRUZ DO RIO PARDO;SP;1114,747
SANTA ERNESTINA;SP;134,421
SANTA FÉ DO SUL;SP;206,537
SANTA GERTRUDES;SP;98,291
SANTA ISABEL;SP;363,332
SANTA LÚCIA;SP;153,86
SANTA MARIA DA SERRA;SP;252,621
SANTA MERCEDES;SP;166,753
SANTANA DA PONTE PENSA;SP;129,888
SANTANA DE PARNAÍBA;SP;179,949
SANTA RITA D'OESTE;SP;209,8
SANTA RITA DO PASSA QUATRO;SP;754,141
SANTA ROSA DE VITERBO;SP;288,576
SANTA SALETE;SP;79,192
SANTO ANASTÁCIO;SP;552,876
SANTO ANDRÉ;SP;175,782
SANTO ANTÔNIO DA ALEGRIA;SP;310,311
SANTO ANTÔNIO DE POSSE;SP;154,133
SANTO ANTÔNIO DO ARACANGUÁ;SP;1308,432
SANTO ANTÔNIO DO JARDIM;SP;109,956
SANTO ANTÔNIO DO PINHAL;SP;133,008
SANTO EXPEDITO;SP;94,465
SANTÓPOLIS DO AGUAPEÍ;SP;128,026
SANTOS;SP;281,033
SÃO BENTO DO SAPUCAÍ;SP;252,579
SÃO BERNARDO DO CAMPO;SP;409,532
SÃO CAETANO DO SUL;SP;15,331
SÃO CARLOS;SP;1136,907
SÃO FRANCISCO;SP;75,579
SÃO JOÃO DA BOA VISTA;SP;516,399
SÃO JOÃO DAS DUAS PONTES;SP;129,462
SÃO JOÃO DE IRACEMA;SP;178,396
SÃO JOÃO DO PAU D'ALHO;SP;117,665
SÃO JOAQUIM DA BARRA;SP;410,863
SÃO JOSÉ DA BELA VISTA;SP;276,952
SÃO JOSÉ DO BARREIRO;SP;570,685
SÃO JOSÉ DO RIO PARDO;SP;419,684
SÃO JOSÉ DO RIO PRETO;SP;431,944
SÃO JOSÉ DOS CAMPOS;SP;1099,409
SÃO LOURENÇO DA SERRA;SP;186,456
SÃO LUIZ DO PARAITINGA;SP;617,315
