municipio;uf;ano;Despesas Exceto Intraorçamentárias;Despesas Intraorçamentárias;Outros;01 - Legislativa;04 - Administração;06 - Segurança Pública;08 - Assistência Social;09 - Previdência Social;10 - Saúde;12 - Educação;15 - Urbanismo;17 - Saneamento;20 - Agricultura;23 - Comércio e Serviços;26 - Transporte;28 - Encargos Especiais
DUAS BARRAS;RJ;2017;44768470.47;0.0;1607297.9899999946;1785932.31;4993994.04;473988.57;1315559.51;5887401.44;10968364.32;10242483.95;3878115.31;0.0;710917.67;819654.44;1477796.29;606964.63
DUQUE DE CAXIAS;RJ;2017;1834124266.88;0.0;13033086.81000042;53537290.27;52936325.48;14259394.5;16640722.23;346579099.89;415944857.21;546061122.03;82354880.05;93073991.58;0.0;0.0;2882196.27;196821300.56
ENGENHEIRO PAULO DE FRONTIN;RJ;2017;45582246.86;0.0;3991511.5500000045;2341096.25;13727478.23;0.0;1459414.42;0.0;10467808.39;12607258.08;555447.64;0.0;0.0;432232.3;0.0;0.0
GUAPIMIRIM;RJ;2017;146874190.65;0.0;231921.55000001192;1153101.8;30619625.74;0.0;2644752.97;1180.7;37389930.72;46257789.89;28571857.28;0.0;4030.0;0.0;0.0;0.0
IGUABA GRANDE;RJ;2017;85764658.59;204823.4;3071210.7600000054;3921019.92;19102998.63;79890.28;2722326.83;4297793.22;20703564.5;22908752.46;6836475.5;0.0;469000.0;0.0;0.0;1856449.89
ITABORAI;RJ;2017;377800172.82;9480265.92;12510417.300000012;12776590.41;85880550.32;0.0;3825136.64;52700801.34;75951540.8;125735392.29;16383341.46;0.0;2360.0;0.0;1514308.18;0.0
ITAGUAI;RJ;2017;397429454.38;19921058.88;21061622.25999993;3289474.39;79019317.83;5408.57;9784168.39;47820956.12;95843236.03;140807895.74;12878178.08;0.0;0.0;0.0;0.0;6840255.85
ITALVA;RJ;2017;42671398.53;1855783.88;6656141.18;2145045.47;4053219.81;1153807.39;1182117.68;5394715.46;10891725.23;8826577.17;1989113.66;0.0;1589432.01;0.0;0.0;645287.35
ITAOCARA;RJ;2017;63712645.21;2854204.46;3536674.530000001;2813717.84;5789120.37;0.0;1730555.24;9100995.14;18530436.65;12982271.32;8675137.16;0.0;426052.99;0.0;1684990.11;1296898.32
ITAPERUNA;RJ;2017;267901887.1;2597492.29;16216028.74000001;6650211.09;25325653.03;1686671.1;7418598.32;9704737.6;127239817.12;60196752.03;10798169.28;217288.66;1159867.64;128300.0;1120025.68;2637259.1
ITATIAIA;RJ;2017;146863242.41;3241493.93;4363714.070000023;6712658.65;48703168.98;40492.0;1185217.16;2954955.25;30030044.74;37650249.6;12403473.64;187014.18;55620.0;67158.64;0.0;5750969.43
JAPERI;RJ;2017;158805776.17;0.0;3844863.2299999893;4601237.14;12499357.82;1716478.99;2812831.35;8573135.88;33916498.42;73793960.3;16113706.25;0.0;423932.06;0.0;0.0;509774.73
LAJE DO MURIAE;RJ;2017;30324927.9;909937.63;1486604.559999995;1770227.75;3051301.66;0.0;1361448.2;1058401.1;8709926.72;8109978.38;4342984.22;0.0;454046.89;548668.98;29937.59;311339.48
MACAE;RJ;2017;1669308420.24;128996601.69;205539363.9699998;65871586.56;245684846.07;40584986.77;24266993.82;69236342.68;467819991.07;420445647.97;142801834.89;5032894.69;4776160.54;4000.0;102344238.95;3896133.95
MACUCO;RJ;2017;32997617.84;0.0;2325478.530000001;1877773.99;8912845.04;50423.85;823092.01;0.0;9056454.64;6758662.85;1597663.72;0.0;361735.22;1233487.99;0.0;0.0
MAGE;RJ;2017;391173119.3;8510605.07;15111333.300000012;10827786.4;34221492.61;5098436.15;10448670.63;20008392.04;92810749.44;144494947.23;65605958.18;0.0;1055958.39;0.0;0.0;0.0
MANGARATIBA;RJ;2017;254270693.31;829893.4;12064353.880000025;15863663.3;50491147.5;0.0;88733.99;16581165.9;44940886.91;61895734.17;34228869.09;0.0;0.0;219181.7;1276791.05;17450059.22
MARICA;RJ;2017;840162446.87;20600784.3;86088619.86000001;12552257.15;175631807.72;3339487.83;13227669.49;37084138.4;154603585.61;146300177.06;138392979.82;13084545.13;660225.22;10950946.75;17496374.15;51350416.98
MENDES;RJ;2017;49712485.61;470563.24;2312970.5;2377378.4;6024844.92;22809.78;2446987.12;3619516.95;10771471.15;13435381.75;4222331.12;0.0;295735.01;664787.03;2437644.66;1551190.46
MESQUITA;RJ;2017;228978685.59;0.0;8102520.519999981;8401520.09;54397365.03;1139.99;1015563.64;5894580.59;43939671.58;85401956.08;1141896.87;19256364.74;0.0;0.0;560381.58;865724.88
MIGUEL PEREIRA;RJ;2017;88138182.27;0.0;4441312.189999983;3587432.12;9587745.97;38148.11;2481582.41;5961172.36;30139876.93;20467659.73;7096393.54;415574.06;494762.75;795978.98;2630543.12;0.0
MIRACEMA;RJ;2017;80349763.82;2721947.1;8526657.029999986;2942371.27;11632946.84;1402836.07;2189254.08;12057791.72;19370742.85;17527647.33;3035519.42;0.0;2420586.66;0.0;660064.23;1305293.42
NATIVIDADE;RJ;2017;58448178.08;0.0;2106756.269999996;2351133.16;9197801.37;0.0;919528.56;8127468.13;18616724.44;10558727.81;4417977.42;0.0;752121.15;0.0;0.0;1399939.77
NILOPOLIS;RJ;2017;241888374.46;7990630.67;14789448.189999998;8666853.51;32132065.94;4721654.61;1803216.85;41561828.98;60381719.01;43987351.92;16281822.88;0.0;0.0;0.0;1385018.68;24168024.56
NITEROI;RJ;2017;2098739475.07;113031081.6;143961661.68000007;57351165.96;456227553.5;41452662.14;24584875.37;309967757.38;385246685.45;302835587.15;225169655.34;88081663.36;0.0;76729.72;17096646.47;159717913.15
NOVA FRIBURGO;RJ;2017;388098904.75;0.0;1212342.0799999833;12846865.86;68095444.09;28705.96;2680796.47;29134632.18;129984387.17;103797708.08;28159362.31;0.0;0.0;512178.04;152649.34;11493833.17
NOVA IGUACU;RJ;2017;1200638255.35;89660316.91;137151281.42999983;19572037.64;136121871.23;0.0;9275977.6;187591959.8;346335602.86;310794228.42;87094764.39;196951.52;0.0;0.0;2944518.88;53219378.49
PARACAMBI;RJ;2017;102159702.09;0.0;3122947.449999988;3425911.63;10148320.91;1618945.74;1513634.19;2926076.42;35001337.77;32660222.07;9729885.31;0.0;255101.26;0.0;224408.69;1532910.65
PARAIBA DO SUL;RJ;2017;99503388.31;1058954.72;7208501.3900000155;4157696.11;17228107.53;69902.63;180387.89;7941970.9;27149310.46;30961023.87;1830790.48;57588.91;0.0;805018.74;1270264.88;1701779.24
PARATY;RJ;2017;188384783.93;0.0;4944053.899999976;7097517.58;22164069.13;4103190.89;4489639.87;0.0;60430103.74;38258594.74;36095757.84;765958.2;1718661.84;3344678.37;0.0;4972557.83
PATY DO ALFERES;RJ;2017;67275815.15;0.0;710203.3200000077;3225846.96;13835727.12;23358.46;1944538.73;5487550.98;20815285.74;15104359.69;3238566.21;1238782.46;790327.6;482436.9;0.0;378830.98
PETROPOLIS;RJ;2017;851571634.66;55120116.11;61569913.52999997;28294783.39;68279170.54;38714.29;12258313.47;4064467.7;308826477.86;192407621.7;39549140.53;59047622.85;31075.0;1582153.77;0.0;130742296.14
PINHEIRAL;RJ;2017;65743029.83;1733054.41;5366345.490000002;2676494.36;7014608.45;0.0;2639737.26;3357729.75;22293950.23;17746513.07;4044643.97;19398.29;5297.7;8437.5;26822.98;2276105.19
PIRAI;RJ;2017;146594152.68;6998265.53;14195125.370000005;6672372.31;20649233.34;0.0;2025410.88;14751161.07;44192590.9;36689965.35;5180565.23;2178683.93;759329.95;7106.75;3642137.92;2648735.21
PORCIUNCULA;RJ;2017;65488806.34;0.0;2096571.1499999985;2488544.56;8720746.28;153896.93;2177611.4;10383534.06;16324012.05;14033176.64;3968287.17;0.0;1599485.25;461861.36;2731081.21;349998.28
PORTO REAL;RJ;2017;110487139.0;0.0;473573.6700000018;9307572.05;27898554.09;0.0;585347.47;0.0;35016169.5;23878810.17;9468342.06;395922.59;39709.99;0.0;0.0;3423137.41
QUATIS;RJ;2017;51113143.39;0.0;1902206.3100000024;2078609.86;9400392.86;2162888.52;1294055.98;1515137.82;11220970.65;16219145.12;2041047.64;905186.85;1437258.75;0.0;220083.32;716159.71
QUEIMADOS;RJ;2017;280969633.93;0.0;1461260.0;9453873.68;56187096.52;0.0;6786135.49;18239669.44;67887453.77;84599865.37;35778428.46;0.0;0.0;0.0;575851.2;0.0
QUISSAMA;RJ;2017;163238862.66;0.0;6788479.929999977;7604561.24;34192756.27;0.0;5807618.71;0.0;50071107.42;39623596.35;11203229.63;92704.47;13412.53;0.0;5155357.83;2686038.28
RESENDE;RJ;2017;371902178.61;23404149.69;36639628.55000001;15337584.34;58406143.61;942449.55;4369310.06;26394640.41;134661442.28;87453690.59;15475479.81;6849434.55;33262.61;31439.91;1348592.08;7363229.95
RIO BONITO;RJ;2017;143113073.96;7698277.27;8356210.030000001;5491179.94;25051942.14;295189.16;751903.48;13040393.89;48358839.44;40585051.98;7284089.77;0.0;13297.4;0.0;1583254.0;0.0
RIO CLARO;RJ;2017;63008425.68;8759930.9;14526432.579999998;3331779.79;4932481.25;0.0;1332320.28;8992219.07;19192786.34;13553781.13;2546894.38;0.0;0.0;94627.48;2409311.99;855722.29
RIO DAS FLORES;RJ;2017;42331283.09;0.0;2314581.8000000045;1849553.38;4909613.12;0.0;1241669.33;405933.96;11549080.9;12255380.5;5739820.0;814957.98;0.0;251866.45;0.0;998825.67
RIO DAS OSTRAS;RJ;2017;391445651.0;15615159.98;41870872.160000026;15668655.17;63366921.52;11996624.22;7877105.96;17739127.47;89882629.25;110054638.84;24588087.57;17921587.54;76227.71;1700336.07;2304173.56;2013823.94
RIO DE JANEIRO;RJ;2017;20293257467.74;3762620911.01;4324006975.830002;813417490.49;1261816088.76;474881286.55;528441382.47;4199072019.0;4237054995.37;3887643259.79;2087180864.69;534242154.69;0.0;73332613.59;194314524.37;1440474723.15
SANTA MARIA MADALENA;RJ;2017;44484847.25;0.0;1140393.2899999917;2714060.29;11274289.42;51337.96;850524.04;3986911.49;9308107.67;12966518.37;552696.51;0.0;59560.17;413177.45;1167270.59;0.0
SANTO ANTONIO DE PADUA;RJ;2017;101850060.74;3306513.04;5457430.439999983;4391513.74;13341369.19;468323.57;2526373.48;6967907.26;28306927.78;27496525.55;16109626.93;0.0;90575.84;0.0;0.0;0.0
SAO FRANCISCO DE ITABAPOANA;RJ;2017;108955403.26;0.0;1600197.2199999988;4436695.24;32702745.07;2355.55;1344113.73;0.0;21411542.15;41093379.48;6223229.4;641.16;29675.26;0.0;110829.0;0.0
SAO FIDELIS;RJ;2017;92989826.48;0.0;1667173.9100000113;3717957.96;11749279.98;0.0;3530215.93;9285115.05;22249706.96;26654987.98;10132704.59;0.0;1763831.82;0.0;0.0;2238852.3
SAO GONCALO;RJ;2017;921899993.19;69229763.34;89313160.32000017;21521857.14;123724289.11;8000.0;22853289.15;100325109.91;307730476.15;216521783.32;82580487.63;0.0;0.0;0.0;0.0;26551303.8
SAO JOAO DA BARRA;RJ;2017;251911118.43;0.0;14233574.060000002;9159597.34;25663618.79;2696550.15;6483578.13;2458435.37;86955784.65;48953187.69;45491792.38;31100.99;1425751.59;0.0;5789202.6;2568944.69
SAO JOAO DE MERITI;RJ;2017;474902411.24;0.0;27686599.79000002;13840423.16;85645335.28;10643928.71;2211263.83;55046629.85;120252765.62;88692419.67;41009870.89;5934232.99;0.0;0.0;0.0;23938941.45
SAO JOSE DE UBA;RJ;2017;29839271.86;2036750.99;2836098.1999999955;1805902.25;7767447.67;0.0;1100893.83;644330.24;8698164.2;5574730.88;1812341.07;0.0;86342.0;0.0;1367269.84;182502.67
SAO JOSE DO VALE DO RIO PRETO;RJ;2017;55970293.74;0.0;3990080.049999997;2045005.27;9418877.99;87389.0;654033.13;1767496.47;17912503.18;18473530.41;0.0;0.0;620786.99;257374.29;743216.96;0.0
SAO PEDRO DA ALDEIA;RJ;2017;178013274.42;0.0;20684480.189999998;7123364.83;21309169.13;5331172.34;5132882.21;17213174.3;39766779.72;55315085.68;2750168.35;162781.32;0.0;0.0;301168.81;2923047.54
SAO SEBASTIAO DO ALTO;RJ;2017;44131330.81;0.0;1077726.7200000063;1645135.52;7732512.06;0.0;1301923.05;6197038.07;12139017.37;7694787.62;3782757.28;0.0;334877.92;1034624.41;630601.07;560329.72
SAPUCAIA;RJ;2017;65988449.17;2881430.11;5635430.109999992;3532967.68;16769866.7;0.0;1822921.43;8462752.83;13122985.85;15884525.55;2320449.61;0.0;4200.0;0.0;0.0;1313779.52
SAQUAREMA;RJ;2017;216149817.01;6919218.67;7771077.429999977;8706604.0;28060792.61;143100.5;3998572.98;15747774.79;54047902.58;66970251.04;30880931.5;0.0;4914.0;1758091.41;0.0;4979022.84
SEROPEDICA;RJ;2017;156459984.64;0.0;540456.6999999881;8087638.72;29755022.74;2501595.24;1002849.11;10602023.93;26506114.68;71814193.31;4626010.1;0.0;6500.0;0.0;1017580.11;0.0
SILVA JARDIM;RJ;2017;108843247.85;2041482.45;2963808.469999999;3976196.3;20067165.26;0.0;1281740.93;9524820.09;34011274.54;29351969.12;3710326.33;0.0;14626.0;191454.83;2921230.06;2870118.37
SUMIDOURO;RJ;2017;52624308.47;0.0;155225.78000000864;2169827.96;8924947.31;232694.04;2238047.11;6433317.02;12340007.46;13229223.04;5485795.5;60703.16;821965.91;0.0;532554.18;0.0
TANGUA;RJ;2017;78507819.43;0.0;1882999.500000015;3263616.01;15752061.1;0.0;704091.03;0.0;23889159.28;25594123.66;4462824.24;1093289.27;261795.54;0.0;729.17;1603130.63
TERESOPOLIS;RJ;2017;400764144.41;0.0;4121087.620000005;13756944.63;23339139.33;6256190.41;10548374.62;68730803.65;119150219.54;120347644.68;22933168.07;0.0;1865068.26;743128.54;0.0;8972375.06
TRAJANO DE MORAES;RJ;2017;47718111.61;0.0;1755910.0799999982;2319782.87;8566642.13;1046957.31;1287934.92;5682600.54;9801744.99;10306888.55;3681961.64;0.0;307007.68;1151335.74;844326.79;965018.37
TRES RIOS;RJ;2017;232152376.66;0.0;4633125.6099999845;10017562.31;66818661.71;0.0;1393120.19;0.0;70604747.3;64943796.36;9274940.37;157964.75;0.0;600.0;0.0;4307858.06
VALENCA;RJ;2017;150566566.47;51760.09;1103796.0;1403407.26;28376718.97;11065.71;4059928.04;11565369.67;45955941.96;40737617.07;9014481.7;4454.43;32539.3;42869.71;1223522.23;7086614.51
VARRE-SAI;RJ;2017;37005093.04;4362628.89;4466312.049999997;1728786.78;11837321.29;4894.6;328794.18;3847269.67;6786006.65;10237030.24;554284.15;0.0;264334.7;513234.68;454483.37;344969.57
VASSOURAS;RJ;2017;110031334.02;2863842.27;5707917.329999983;1167187.5;17573117.11;640.0;2899622.32;8753051.05;48288082.36;20964668.94;2795977.03;417952.87;293461.73;292147.85;2938650.66;802699.54
VOLTA REDONDA;RJ;2017;766674664.35;0.0;22356114.160000086;30897713.47;109930056.43;0.0;19775574.11;62135971.7;234234400.16;208312066.85;58391.0;60103310.78;0.0;0.0;3002919.17;15868146.52
ANGRA DOS REIS;RJ;2018;858238993.21;0.0;8090480.039999962;34925660.91;189912532.18;379088.83;7220628.49;84877889.99;290611995.2;140792989.18;85368316.73;3344959.49;58345.82;821589.1;0.0;11834517.25
APERIBE;RJ;2018;41023510.85;0.0;1841445.9499999955;1977610.56;12368404.66;13995.58;1056048.23;2771548.04;10431549.89;9556586.31;521620.35;101911.22;263482.6;0.0;119307.46;0.0
ARARUAMA;RJ;2018;287876447.4;15277909.25;15551858.119999945;9121541.07;44535113.65;191664.65;5883054.77;27298527.6;59714570.53;89610048.9;30066933.31;0.0;255547.92;1246783.48;1237318.91;18441393.74
AREAL;RJ;2018;51867873.26;2555142.41;4661832.400000006;2384576.85;11842626.42;0.0;1836372.04;5695530.58;14869856.62;13106067.31;14243.0;0.0;9910.45;2000.0;0.0;0.0
ARMACAO DOS BUZIOS;RJ;2018;212738955.54;0.0;3183991.75;7890161.1;36018428.97;12077947.61;1594138.22;4460797.44;62365411.86;55999605.61;23652982.47;0.0;0.0;830351.79;1555459.87;3109678.85
ARRAIAL DO CABO;RJ;2018;146585714.63;0.0;6222113.300000012;4253329.86;53353087.41;5590.0;2157137.14;11269006.45;35510936.1;28943745.89;114382.78;0.0;0.0;0.0;5000.0;4751385.7
BARRA DO PIRAI;RJ;2018;208400266.48;0.0;6707610.3599999845;6010832.37;47054117.79;1093843.37;4562199.42;23410628.17;67081754.22;45462748.7;2105619.9;0.0;314945.9;0.0;311312.26;4284654.02
BARRA MANSA;RJ;2018;461903870.27;19391028.87;40169687.19;11212583.74;102279225.3;0.0;1506878.73;76153653.98;119131979.31;118927275.06;1974358.58;2311209.96;689272.54;0.0;408904.55;6529870.2
BELFORD ROXO;RJ;2018;649629315.03;0.0;9213324.060000062;14999345.06;125529293.38;166645.0;6392912.17;32315592.24;154611011.71;202613851.47;88467545.33;401989.81;0.0;0.0;549970.64;14367834.16
BOM JARDIM;RJ;2018;89971249.49;0.0;2274486.8399999887;2656300.82;8230677.21;1345642.73;1874740.52;14501577.42;22610026.14;18755263.83;9222105.34;0.0;308408.96;852982.15;2388904.92;4950132.61
BOM JESUS DO ITABAPOANA;RJ;2018;99628277.87;0.0;1846878.1900000274;4088495.53;13320121.5;213915.59;3774316.68;0.0;33875817.04;25250635.11;12261035.64;2071410.33;1180465.16;0.0;44183.25;1701003.85
CABO FRIO;RJ;2018;720831111.04;16392867.46;79619246.69999993;20329684.36;143339661.62;77638.1;8270351.14;63218515.28;204300307.2;171622840.87;25427542.12;0.0;645117.78;938767.99;3200784.99;16233520.35
CACHOEIRAS DE MACACU;RJ;2018;166970845.94;3456953.96;6573790.719999999;5736177.86;23209419.62;117600.0;736642.02;19256829.68;57892185.63;42397301.32;2591382.1;4888439.81;616360.03;1551690.41;1593803.44;3266177.26
CAMBUCI;RJ;2018;53990586.85;0.0;1931697.5299999937;2396009.99;12440099.71;1715503.56;130478.33;6117795.91;14221895.23;11452511.06;406737.61;0.0;239000.0;191479.5;0.0;2747378.42
CARAPEBUS;RJ;2018;93576963.8;1773393.99;2548435.6299999803;3317048.4;30654400.25;213060.0;2907098.68;866095.58;24263703.07;19469309.89;7309222.44;0.0;63272.5;1503374.01;2235337.34;0.0
COMENDADOR LEVY GASPARIAN;RJ;2018;34192176.83;2227858.48;3663797.0399999917;1811384.49;7395774.66;0.0;927750.02;1310292.48;9671041.68;9229153.46;1783400.42;5970.0;15976.76;0.0;0.0;605494.3
CAMPOS DOS GOYTACAZES;RJ;2018;1834564560.76;79953241.87;119485243.42000031;26900472.21;327939383.65;45310.11;35628573.33;189223526.37;756481769.4;325267004.14;100222992.85;4180681.21;200522.82;0.0;4703790.1;24238533.02
CANTAGALO;RJ;2018;78108040.95;3471598.44;4340934.149999991;3685110.19;6047476.67;858852.18;2122021.41;13983411.73;21696377.51;15371843.39;5646495.24;3063736.71;1081774.44;1158454.48;1671673.56;851477.73
CARDOSO MOREIRA;RJ;2018;52255242.98;3402469.08;3899027.7099999934;2094322.38;11184394.03;0.0;1578556.66;3299969.37;13188518.54;14885338.43;2040969.97;0.0;1681828.89;0.0;1132131.13;672654.95
CARMO;RJ;2018;71973312.32;0.0;9034190.589999996;2775201.83;11547360.53;0.0;2183488.89;7356392.99;18364853.8;12137860.54;4167073.21;2220487.46;400082.63;400348.8;645350.89;740620.16
CASIMIRO DE ABREU;RJ;2018;200137075.88;11607876.89;21894715.199999988;6356559.13;37774539.62;824608.4;5655489.05;13579401.81;50330269.99;46001541.35;11017054.98;11784015.72;609853.44;1878601.24;48683.21;3989619.63
CONCEICAO DE MACABU;RJ;2018;67614478.95;0.0;1116134.6799999923;2786840.97;9002955.8;1273185.32;3622958.55;6692558.41;15798427.62;14884801.01;9512964.23;64187.85;1043640.95;698223.47;0.0;1117600.09
CORDEIRO;RJ;2018;63284163.37;0.0;1224661.8300000057;2737481.1;9513540.61;127577.14;1180467.24;10110492.51;17281191.83;15077418.61;5425194.39;0.0;296436.81;309701.3;0.0;0.0
DUAS BARRAS;RJ;2018;50774205.25;0.0;1908332.1399999931;2132143.84;6464168.94;485032.36;1521477.55;6962669.12;11122176.35;11752433.41;4353127.71;0.0;668725.67;930624.36;1736416.46;736877.34
DUQUE DE CAXIAS;RJ;2018;2024296202.42;0.0;10714260.50999999;57939541.27;84877170.44;21069575.04;30558900.69;323490806.68;537136135.6;636027570.62;121820945.96;125831215.36;0.0;0.0;0.0;74830080.25
ENGENHEIRO PAULO DE FRONTIN;RJ;2018;53603541.32;0.0;2506122.519999996;2065666.68;16374218.82;0.0;1924360.88;0.0;13424223.02;14469496.13;2061147.5;0.0;0.0;778305.77;0.0;0.0
GUAPIMIRIM;RJ;2018;160008405.65;0.0;38889.43000000715;1064329.19;40254191.32;0.0;3850211.21;0.0;41779959.98;44603126.33;27350337.95;0.0;14990.44;1052369.8;0.0;0.0
IGUABA GRANDE;RJ;2018;86861372.29;83011.79;1210130.480000019;4086021.71;17492526.04;109173.93;2874308.1;5102251.4;21553305.29;21962304.22;9916192.78;0.0;0.0;0.0;0.0;2638170.13
ITABORAI;RJ;2018;461529802.95;16345504.38;20975640.73999995;11973059.01;93537058.89;13436.59;3503765.67;59423516.66;114999202.18;150022690.77;20846651.68;115400.0;890274.5;8922.38;1565688.26;0.0
ITAGUAI;RJ;2018;426062046.11;30732823.57;43562434.95999998;3451280.58;70246829.88;350074.56;12153600.27;63991658.18;91308889.8;145348434.97;17568482.16;0.0;0.0;0.0;1306082.22;7507102.1
ITALVA;RJ;2018;49603425.77;2087670.89;7666931.320000008;2182168.8;4954538.35;653927.03;1565379.14;5965611.19;13157023.92;10366706.25;2408080.69;0.0;1686776.9;0.0;0.0;1083953.07
ITAOCARA;RJ;2018;75562159.78;3915489.93;4698105.890000001;2944656.25;8372486.07;0.0;1748864.6;9783146.02;21885553.57;15017144.25;10680344.1;94380.3;882203.76;0.0;1552447.87;1818317.03
ITAPERUNA;RJ;2018;284108391.88;2039010.53;20171158.549999952;6738796.66;33044248.88;1771494.05;8293383.79;10637039.06;133297709.37;58679245.0;8225113.99;53949.72;1213213.18;742863.88;1164022.8;2115163.48
ITATIAIA;RJ;2018;177210193.18;6563333.31;22848516.579999954;7255255.66;51050481.4;443096.25;723047.49;9721270.82;34397635.2;41999850.93;5836952.63;1850368.02;2310.0;11298.0;2413478.74;5219964.77
JAPERI;RJ;2018;175189209.0;8740904.01;11981217.919999987;4306734.52;13709530.71;2200716.82;3360990.41;9614515.93;42052801.24;66083916.83;27955565.78;0.0;499797.7;0.0;0.0;2164325.15
LAJE DO MURIAE;RJ;2018;34913771.92;29817.92;679061.5900000036;1793831.73;4089460.31;0.0;1371851.54;1890688.43;9652321.88;8680449.22;4520231.44;0.0;487047.17;1114037.85;89558.92;575049.76
MACAE;RJ;2018;1732500057.4;104894635.96;180975898.89000034;65725143.02;201285188.93;35789161.58;25398188.57;102615137.65;480130448.7;426107248.51;177638982.07;24884157.29;5003120.02;0.0;111212782.18;629235.95
MACUCO;RJ;2018;39162801.41;0.0;1717767.2999999896;1911900.02;10942943.48;41948.9;1092214.34;0.0;11449343.73;7865631.11;2604965.8;0.0;452397.71;1083689.02;0.0;0.0
MAGE;RJ;2018;419931285.06;8272934.66;17001598.79000002;10968270.27;38896491.82;4546519.18;10134138.66;22413228.35;109342127.38;155537346.47;57934268.04;0.0;1396913.08;0.0;0.0;33317.68
MARICA;RJ;2018;1288984406.5;0.0;115462725.81000018;17249208.75;307300499.82;16957241.47;20000331.51;44563132.75;199181355.96;197472543.22;268819971.98;210924.43;118155.76;23161545.86;20340765.11;58146004.07
MENDES;RJ;2018;60186353.95;100919.1;1776842.8900000006;2320840.76;7471240.99;38727.0;2745985.03;6646078.61;12769748.38;16934984.02;4392363.4;0.0;427166.21;673003.97;2620103.79;1470188.0
MESQUITA;RJ;2018;244836152.42;0.0;4923115.75999999;0.0;51895011.49;0.0;3585417.77;3776261.15;63768236.54;84590273.0;25058410.16;0.0;0.0;0.0;614475.91;6624950.64
MIGUEL PEREIRA;RJ;2018;113495255.72;0.0;5316396.270000026;3652701.52;15852465.04;1985009.17;2841189.65;7263412.61;34701360.23;21778649.55;14242402.13;678134.72;479640.57;2170501.88;2533392.38;0.0
MIRACEMA;RJ;2018;92566481.93;3265461.38;10348362.659999996;2910090.55;24347184.48;1798276.07;2971701.83;0.0;23419628.63;20678101.41;2908224.9;0.0;3020509.46;0.0;632795.84;2797067.48
NATIVIDADE;RJ;2018;67261452.16;0.0;2480269.63000001;2373929.45;10355377.57;0.0;824218.93;9657809.93;18939203.55;12953096.1;4797009.99;0.0;587276.07;309186.98;482777.62;3501296.34
NILOPOLIS;RJ;2018;246694614.7;6539126.0;13903302.959999949;0.0;42144447.32;5036657.22;1877939.91;45313561.42;62826690.26;46571139.0;20944782.15;0.0;0.0;0.0;1671641.9;12943578.56
NITEROI;RJ;2018;2482133768.68;0.0;41089901.22999954;63095276.49;505334081.89;53550235.9;22396365.56;364824145.17;441378926.32;417273653.32;187793960.31;101743023.19;0.0;1782013.17;51388800.67;230483385.46
NOVA FRIBURGO;RJ;2018;434233970.81;0.0;1364355.7900000215;13303146.96;69923422.73;190478.92;3784033.96;29213801.09;152455163.78;117216058.09;33392075.86;0.0;11160.0;2306302.08;167369.81;10906601.74
NOVA IGUACU;RJ;2018;1281444311.54;96250995.97;153917064.2000003;19047444.53;124445969.64;0.0;10212261.16;169500044.77;348539115.39;297015372.6;155238464.98;151756.53;0.0;0.0;4161233.11;95466580.6
PARACAMBI;RJ;2018;130359243.12;0.0;4904153.25;3912750.5;34321323.46;2046921.23;2532594.63;0.0;45375860.36;34377180.96;7443.8;0.0;104540.76;0.0;401612.97;2374861.2
PARAIBA DO SUL;RJ;2018;103395565.47;1137155.49;2899018.519999966;4299856.99;13877223.99;1740867.79;235557.91;11515930.23;29248279.73;30868701.12;5505555.29;158322.43;2062.98;871066.91;2411705.7;898571.37
PARATY;RJ;2018;224381133.96;0.0;6210796.099999994;7181268.23;29548049.38;4931043.49;6302502.0;0.0;70972624.22;42911785.34;41719435.61;4677480.79;1450770.3;3567850.31;0.0;4907528.19
PATY DO ALFERES;RJ;2018;93723352.46;2868604.1;5212766.099999994;3327193.5;13354053.44;1447863.33;2173176.6;6795782.41;25125304.48;19108017.62;13825526.62;1899500.76;2122190.36;1747413.82;0.0;453167.52
PETROPOLIS;RJ;2018;1025200316.65;0.0;5029926.289999843;27034616.29;82082430.53;4501094.38;14826798.0;42095602.2;344215129.58;216010703.47;46711572.03;78999951.47;13362.13;2027419.94;0.0;161651710.34
PINHEIRAL;RJ;2018;68253256.59;1671365.5;5852988.430000007;2758108.74;6581124.63;0.0;3160789.61;3875849.03;22841418.36;18292968.2;3632201.23;0.0;5316.0;5000.0;11725.33;2907132.53
PIRAI;RJ;2018;153268057.77;8879114.55;15938471.590000063;6995141.68;21583209.5;0.0;2203848.01;15958234.49;47375431.63;37762057.93;4468956.08;3159692.94;804812.1;19099.92;3400414.38;2477802.07
PORCIUNCULA;RJ;2018;68736884.88;3491459.32;4801666.489999995;2429618.95;10643034.1;173323.77;2393889.7;10338932.93;17761627.24;13856935.18;4189769.89;18754.0;1656372.97;642610.64;2882126.28;439682.06
PORTO REAL;RJ;2018;130429287.9;0.0;7778856.24000001;8063833.76;21037069.91;5503290.9;3496642.15;0.0;42470129.2;30389990.09;7723331.49;0.0;0.0;0.0;0.0;3966144.16
QUATIS;RJ;2018;55891052.92;0.0;3624138.860000007;2163328.85;9877771.15;2472907.85;1482268.27;1844810.32;11449286.45;18223715.14;2356509.66;883097.19;1453195.49;0.0;60023.69;0.0
